"","title","cite2","cite","journal","study_ID","group_id","ef_type","domain","mean_id","sd_id","meanMA_id","sdMA_id","cohensd_ma","quality_cohensd_ma","study_year","iq_id","n_id","age_id","testName_short","testName","reliability","new_test","sex_ID_id","id_mixed_id","mean_magroup","sd_magroup","meanMA_magroup","iq_magroup","n_magroup","age_magroup","testdescription","sex_ID_magroup","effectsize_ID","reverse_scale","ef_component","yi","vi"
"61","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","attention","verbal",34.5,11.6,6.1,NA,NA,0,2010,53.3,15,19.11,"BVN","BVN auditory selective attention",0,2,0.27,0,35,4.1,6.9,95.7,15,7.6,"The test for evaluating auditory selective attention
has been taken from Batteria per laValutazione
Neuropsicologica (BVN) (Bisiacchi et al. 2005). The
participants were requested to listen to a series of
283 words and to respond by beating a hand on the
table when the word sun was presented. The final
score considered the number of stimuli correctly
identified (max = 45).",0.4,"69",1,"attention",-0.0559174857513132,0.133385446086879
"62","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","other","verbal",23.8,5.9,6.1,NA,NA,0,2010,53.3,15,19.11,"CAT","Category Fluency Test",0,2,0.27,0,22.9,4.5,6.9,95.7,15,7.6,"Verbal categorisation. To assess categorisation
abilities a task of verbal fluency was considered.
Following Mantyla et al. (2007), in the Category
fluency test (CAT) participants were asked to categorise
animals and fruits. One minute per each
category was given. Deviations from the test rules,
including repetitions (i.e. perseveration errors) and
identification of items that were not samples of the
proposed category, were considered as errors. All
words named by the participant were recorded by
the examiner and the number of valid responses
given within time limits was calculated (excluding
errors).",0.4,"70",1,"other",0.166886782902965,0.133797519971795
"63","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","other","visuospatial",7.8,3.8,6.1,NA,NA,0,2010,53.3,15,19.11,"Weigl Color Form Sort","Weigl Color Form Sort Test",0,2,0.27,0,12.5,2.2,6.9,95.7,15,7.6,"Visual-spatial categorisation. TheWeigl Colour-
Form Sort Test (WEIGL; Spinnler & Tognoni 1987)
assesses the ability to classify 12 wooden objects,
categorising them on the basis of shape (circle, triangle
or square), colour (blue, red, green or
yellow), a central symbol depicted on them
(diamond, heart or flower), size (small, medium or
large) and thickness (thin, medium or thick). The
participants were requested to categorise the objects
according to shape, colour, central symbol or size in
two modalities (active and passive). In the active
modality, the participants had to subdivide spontaneously
the blocks in their categories. In the passive
modality, the examiner subdivided the test materials
following one of the possible categorising criteria
listed above and the participants were asked to
detect the criteria employed.
The participants received a score of 3 for each
category found in the active modality and a score of
1 for each category they were able to detect in the
passive mode. Final score was calculated by
summing the scores obtained in both modalities
(max = 15).",0.4,"71",1,"other",-1.47279357203608,0.169485348430513
"64","A Novel Framework to Measure Executive Function in Down Syndrome With Applications for Early Clinical Diagnosis of Dementia.","Smith 2019","Smith et al. 2019","American journal on intellectual and developmental disabilities","37","DS","other","visuospatial",84.9,15.6,7.6,NA,-0.0306859205776176,2,2019,NA,18,30.3,"Smith task","Smith task",0,0,0.72,NA,87,16.7,7.6,NA,18,7.6,"The executive function task was a new task designed and programmed by the authors.
The task was presented on a tablet device (Microsoft Surface Pro; 10.6 inch screen). The
general structure of the task was as follows. On each trial a single coloured alien appeared on
screen. The participant’s task was to assign the alien to one of two ‘spaceships’, presented on
the left and right of the screen, according to a rule that they were given at the start of each
block. The participant was instructed to respond as quickly and accurately as possible by
touching one of two response buttons (one button corresponding to the right spaceship, and one
corresponding to the left spaceship).",0.39,"72",1,"other",-0.127064131670398,0.111335351299405
"65","An event related potential study of inhibitory and attentional control in Williams syndrome adults","Greer 2017","Greer et al. 2017","PLoS ONE","313","WS","inhibition","visuospatial",500.65,64.56,11.17,NA,0.0984555984555981,2,2017,NA,11,42.58,"Oddball","Oddball",0,1,0.64,0,490.67,59.54,NA,NA,13,11.17,"The three-stimulus Oddball task was programmed and presented using E-Prime presentation
software on a Toshiba laptop with 14in. monitor. The task comprises of frequent, novel, and
target stimuli. The target stimulus (red circle, area = 12.6 cm2) appeared on 13% of trials, the
standard frequent stimulus (green square, area = 16 cm2) appeared on 74% of trials, and the
novel stimulus (blue square, area = 256 cm2) appeared on 13% of trials. Participants completed
a 10-trial practice block. The testing phase consisted of 2 blocks of 150 trials each. Stimuli
remained on screen for 250ms, and were followed by an inter-stimulus interval, randomised
between 830ms and 930ms. Participants were instructed to press the space bar in response to
the target stimulus and ignore all other stimuli (see [45] for further discussion of the Oddball
task and in particular stimulus parameters that affect the generation of the ERP components).
The nature of the Oddball task mimicked previous research which has successfully generated
the ERP components of interest [40, 50].",0.54,"73",-1,"inhibition",-0.155727084363407,0.168337395432258
"66","Attentional set-shifting in fragile X syndrome","Van der Molen 2012","Van der Molen et al. 2012","Brain and Cognition","392","FXS","attention","visuospatial",6.85,1.51,5.54,NA,NA,0,2012,19.920891765552,27,27.81,"CANTAB ID ED","CANTAB ID ED",0,2,1,0,7.53,0.78,NA,NA,40,5.75,". IED set-shift paradigm
The IED is a two-choice computerized attentional set-shifting
paradigm, included in the CANTAB (Cambridge Cognition, 2002)
3
designed to assess the ability to learn stimulus–response mappings
and to switch to different stimulus–response mappings when a predetermined response criterion has been reached. On each trial, four
rectangular boxes appear on the computer screen that are aligned to
the top/bottom and to the left/right of the center (see Fig. 1). Two of
these boxes contain two abstract patterns, which are either purplefilled shapes and/or white lines (each representing a different stimulus dimension). Participants have to choose one of the two options
presented. Feedback is then provided on the correctness of their response by displaying a short ‘green-colored’ flash coupled with a
high-pitched tone when correct, and a ‘red-colored’ flash coupled
with a low-pitched tone when incorrect. After six consecutive correct responses, the response criterion is reached and the participant
proceeds to the next stage (without notification), with a maximum
of nine stages. The test ends after successful completion of the ninth
stage, or when a participant fails to reach criterion after the 50th
trial of any given stage. Duration of the IED is approximately 7-to10 min, depending on the performance of the participant. On every
trial, stimuli are cleared from the screen after 1500 ms, or upon a
touch–response provided by the participant. The inter-trial interval
was set at 1000 ms.
Fig. 1 displays a schematic drawing of the nine stages of the IED
together with an example of the response criterion associated with
each stage (marked by yellow squares). During the first stage, participants are presented with two patterns of a single dimension
(i.e., purple-filled shapes) and have to choose which one of these
two patterns is correct: simple discrimination (SD). During the second stage, stimuli remain the same, but now a reversal of the correctness of the stimuli is applied. That is, the previous incorrect
stimulus now is the correct response criterion: simple discrimination reversal (SD-R). At the third stage, stimuli from the other
dimension (white lines) are introduced and positioned next to
the relevant stimulus dimension (shape), but the correct response
criterion (i.e., shape) remains unchanged: compound discrimination (CD). During the fourth and fifth stages, the irrelevant dimension (i.e., white lines) is superimposed on the relevant dimension
(i.e., purple-filled shapes), with the white lines presented in the
foreground at all times. First, participants have to ignore the superimposed dimension and remain responding to same stimulus as
during the previous stage: compound discrimination imposed
(CD-I). Next, participants have to apply a reversal of stimulus–response mappings within the same stimulus dimension. That is,
the purple-filled shapes remain the correct dimension, only the
other stimulus type now is correct: compound discrimination
reversal (CD-R). At stage six, new stimuli are introduced for both
dimensions, while the dimension of these stimuli remains similar
(i.e., purple-filled shapes and white lines). Participants have to
switch responding to these new stimuli, but again to the stimuli
of the same dimension (purple-filled shapes) as during the previous stages: intra-dimensional set-shift (ID). At stage seven, a simple reversal within the same dimension (e.g., purple-filled shapes)
has to be applied: intra-dimensional shift reversal (ID-R). At stage
eight, new stimuli of the same dimension are again introduced: extra-dimensional set-shift (ED). Participants now have to switch
responding from the previous correct stimulus dimension (purple-filled shapes) to the new correct stimulus dimension (white
lines). At the ninth and final stage, participants have to apply a
simple reversal of stimulus–response mappings within the same
stimulus dimension of the previous stage (e.g., white lines): extra-dimensional reversal (ED-R).
The variables of interest in this study were the number of stages
completed successfully, the number of trials needed to reach criterion for each stage, and the errors committed at each stage. For the
scoring of errors, we defined the following error types (Barceló &
Knight, 1999; Barceló & Knight, 2002; Somsen, 2007; Somsen
et al., 2000): (1) ‘warning errors’. These error types were scored
separately, as they notify the participant of a change of the correct
criterion and cannot be anticipated. Warning errors were excluded
from the analysis; (2) ‘maintenance errors’. This error type should
reflect a failure to maintain responding according to the previous
learned criterion; (3) ‘discriminative errors’, a random error type;
and (4) ‘repetition errors’, defined as errors committed on trials
Fig. 1. Schematic illustration of the nine stages of the IED attentional set-shifting paradigm.
3 The CANTAB is a widely used computerized tool for the assessment of frontal and
medial temporal lobe dysfunctions. Normative data for these subtests have been
extended by De Luca et al. (2003) and Luciana and Nelson (2002). Indices of reliability
have been reported by Lowe and Rabbitt (1998). For a detailed description of the
CANTAB subtests included in this study, the reader is referred to Luciana and Nelson
(1998).
directly after a warning, discriminative or maintenance error with
a stimulus configuration identical to the one presented in the previous trial (i.e., type or the combination of stimuli). A detailed
description of the classification and scoring of error types is presented in Table 2.",0.575,"74",1,"attention",-0.594753184097779,0.0646768232310254
"67","Attentional set-shifting in fragile X syndrome","Van der Molen 2012","Van der Molen et al. 2012","Brain and Cognition","392","DS","attention","visuospatial",7.8,0.95,5.66,NA,NA,0,2012,25.2453166815343,20,22.42,"CANTAB ID ED","CANTAB ID ED",0,2,0.5,0,7.53,0.78,NA,NA,40,5.75,". IED set-shift paradigm
The IED is a two-choice computerized attentional set-shifting
paradigm, included in the CANTAB (Cambridge Cognition, 2002)
3
designed to assess the ability to learn stimulus–response mappings
and to switch to different stimulus–response mappings when a predetermined response criterion has been reached. On each trial, four
rectangular boxes appear on the computer screen that are aligned to
the top/bottom and to the left/right of the center (see Fig. 1). Two of
these boxes contain two abstract patterns, which are either purplefilled shapes and/or white lines (each representing a different stimulus dimension). Participants have to choose one of the two options
presented. Feedback is then provided on the correctness of their response by displaying a short ‘green-colored’ flash coupled with a
high-pitched tone when correct, and a ‘red-colored’ flash coupled
with a low-pitched tone when incorrect. After six consecutive correct responses, the response criterion is reached and the participant
proceeds to the next stage (without notification), with a maximum
of nine stages. The test ends after successful completion of the ninth
stage, or when a participant fails to reach criterion after the 50th
trial of any given stage. Duration of the IED is approximately 7-to10 min, depending on the performance of the participant. On every
trial, stimuli are cleared from the screen after 1500 ms, or upon a
touch–response provided by the participant. The inter-trial interval
was set at 1000 ms.
Fig. 1 displays a schematic drawing of the nine stages of the IED
together with an example of the response criterion associated with
each stage (marked by yellow squares). During the first stage, participants are presented with two patterns of a single dimension
(i.e., purple-filled shapes) and have to choose which one of these
two patterns is correct: simple discrimination (SD). During the second stage, stimuli remain the same, but now a reversal of the correctness of the stimuli is applied. That is, the previous incorrect
stimulus now is the correct response criterion: simple discrimination reversal (SD-R). At the third stage, stimuli from the other
dimension (white lines) are introduced and positioned next to
the relevant stimulus dimension (shape), but the correct response
criterion (i.e., shape) remains unchanged: compound discrimination (CD). During the fourth and fifth stages, the irrelevant dimension (i.e., white lines) is superimposed on the relevant dimension
(i.e., purple-filled shapes), with the white lines presented in the
foreground at all times. First, participants have to ignore the superimposed dimension and remain responding to same stimulus as
during the previous stage: compound discrimination imposed
(CD-I). Next, participants have to apply a reversal of stimulus–response mappings within the same stimulus dimension. That is,
the purple-filled shapes remain the correct dimension, only the
other stimulus type now is correct: compound discrimination
reversal (CD-R). At stage six, new stimuli are introduced for both
dimensions, while the dimension of these stimuli remains similar
(i.e., purple-filled shapes and white lines). Participants have to
switch responding to these new stimuli, but again to the stimuli
of the same dimension (purple-filled shapes) as during the previous stages: intra-dimensional set-shift (ID). At stage seven, a simple reversal within the same dimension (e.g., purple-filled shapes)
has to be applied: intra-dimensional shift reversal (ID-R). At stage
eight, new stimuli of the same dimension are again introduced: extra-dimensional set-shift (ED). Participants now have to switch
responding from the previous correct stimulus dimension (purple-filled shapes) to the new correct stimulus dimension (white
lines). At the ninth and final stage, participants have to apply a
simple reversal of stimulus–response mappings within the same
stimulus dimension of the previous stage (e.g., white lines): extra-dimensional reversal (ED-R).
The variables of interest in this study were the number of stages
completed successfully, the number of trials needed to reach criterion for each stage, and the errors committed at each stage. For the
scoring of errors, we defined the following error types (Barceló &
Knight, 1999; Barceló & Knight, 2002; Somsen, 2007; Somsen
et al., 2000): (1) ‘warning errors’. These error types were scored
separately, as they notify the participant of a change of the correct
criterion and cannot be anticipated. Warning errors were excluded
from the analysis; (2) ‘maintenance errors’. This error type should
reflect a failure to maintain responding according to the previous
learned criterion; (3) ‘discriminative errors’, a random error type;
and (4) ‘repetition errors’, defined as errors committed on trials
Fig. 1. Schematic illustration of the nine stages of the IED attentional set-shifting paradigm.
3 The CANTAB is a widely used computerized tool for the assessment of frontal and
medial temporal lobe dysfunctions. Normative data for these subtests have been
extended by De Luca et al. (2003) and Luciana and Nelson (2002). Indices of reliability
have been reported by Lowe and Rabbitt (1998). For a detailed description of the
CANTAB subtests included in this study, the reader is referred to Luciana and Nelson
(1998).
directly after a warning, discriminative or maintenance error with
a stimulus configuration identical to the one presented in the previous trial (i.e., type or the combination of stimuli). A detailed
description of the classification and scoring of error types is presented in Table 2.",0.575,"75",1,"attention",0.317443965156874,0.0758397555917877
"68","Concept-switching in normal and feebleminded children as a function of reinforcement","Zigler et al 1962","Zigler et al 1962","American Journal of Mental Deficiency","739","NSID","shifting","visuospatial",3.9,2.33,6.1,NA,NA,0,1962,53,10,11.5,"Concept formation","Concept formation tasks",0,2,0.5,NA,4.2,2.39,5.9,115,10,5.1,"Concept formation tasks",0.5,"76",1,"shifting",-0.12172488084406,0.200370423665413
"69","Concept-switching in normal and feebleminded children as a function of reinforcement","Zigler et al 1962","Zigler et al 1962","American Journal of Mental Deficiency","739","NSID","shifting","visuospatial",5.5,2.17,5.9,NA,NA,0,1962,54,10,11.1,"Concept formation","Concept formation tasks",0,2,0.5,NA,5.6,2.37,6,116,10,5.1,"Concept formation tasks",0.5,"77",1,"shifting",-0.0421461914876807,0.200044407536423
"70","Flexibility training with educable retarded and bright normal children","Corter 1968","Corter et al. 1968","American Journal of Mental Deficiency","1386","NSID","shifting","visuospatial",467.25,140.85,6.77,0.849166666666667,0.317958783120706,1,1968,65.75,16,10.35,"Cognitive flexibility composite","Cognitive flexibility test battery of 5 tasks",2,0,NA,1,501.56,115.69,6.5,113.56,16,NA,"Cognitive flexibility test battery of 5 tasks",NA,"78",1,"shifting",-0.259484935686797,0.126052069247631
"71","Implicit and explicit olfactory memory in people with and without Down syndrome.","Johns 2012","Johns et al. 2012","Research in developmental disabilities","1695","DS","inhibition","visuospatial",0.83,20.13,NA,NA,NA,0,2012,55.93,13,14.8,"Animal reverse categorisation","Animal reverse categorisation task",0,1,0.47,0,0.97,6.63,NA,NA,15,5.7,"The ‘Animal’ reverse categorisation task (Animal)
This task was derived from Carlson et al.’s (2004) measure. The researcher introduced children to six pairs of toy farm and
zoo animals. Each pair consisted of a large (or mummy) and a small (or baby) model of the same animal (lions, dairy cows,
brown cows, hippopotami, giraffes and horses). Children were then shown two coloured boxes that had small holes cut into
their lids. The small holes prevented children using previous categorisations to complete the task. One box had a picture of a
mother on it, and the other had a picture of a baby. The researcher asked the children to place the mummy animals in the
mummy box and to place the baby animals in the baby box. The researcher demonstrated the process with the first pair of
animals and then asked the children to sort the remainder. The researcher then emptied the boxes and told the participant
that ‘‘we are going to play a silly game. Now I want you to put the mummy animals in the baby box and the baby animals in
the mummy box’’. There was no feedback across the twelve trials, although the researcher reminded participants of the
above rule before the seventh trial. A score out of twelve was given.",0.47,"79",1,"inhibition",-0.00936365191699061,0.143591309267908
"72","Implicit and explicit olfactory memory in people with and without Down syndrome.","Johns 2012","Johns et al. 2012","Research in developmental disabilities","1695","DS","inhibition","visuospatial",0.54,25.36,NA,NA,NA,0,2012,55.93,13,14.8,"Hand reverse categorisation","Hand reverse categorisation task",0,1,0.47,0,0.75,16.92,NA,NA,15,5.7,"The ‘Hand’ reverse categorisation task (Hand)
This task was derived from Carlson, Mandell and Williams’s (2004) measure, which itself was adapted from Luria,
Pribram, and Homskaya (1964). In the warm up, it was established that the participant could point a finger or make a fist at
the same time that the researcher made those hand movements. Six imitation trials followed in which participants were
asked to copy the hand movements of the researcher. The researcher then told the participants that they were going to play a
‘‘silly game’’ where the participant had to make the opposite hand movement to that of the researcher (e.g. ‘‘When I make a
fist, you point a finger’’). Four practice trials were administered with altering gestures. Fifteen test trials followed in a fixed
random order. A score out of fifteen was given.",0.47,"80",1,"inhibition",-0.00960020760113186,0.143591389375208
"73","Rigidity in the retarded: A brief review and some recent data","Clunies-Ross 1972","Clunies-Ross 1972","Australian Journal of Mental Retardation","2764","NSID","shifting","visuospatial",10.8,14.3,5.79166666666667,0.558333333333333,-0.343283582089552,1,1972,49.6,40,NA,"Extradimensional shift","Extradimensional shift",0,0,NA,1,7.3,12.4,5.98333333333333,118.3,40,NA,"Extradimensional shift",NA,"81",-1,"shifting",-0.258987018801971,0.0504192142244246
"74","Rigidity in the retarded: A brief review and some recent data","Clunies-Ross 1972","Clunies-Ross 1972","Australian Journal of Mental Retardation","2764","NSID","shifting","visuospatial",11.8,12,5.79166666666667,0.558333333333333,-0.343283582089552,1,1972,49.6,40,NA,"First reversal","First reversal",0,0,NA,1,5.9,4.7,5.98333333333333,118.3,40,NA,"First reversal",NA,"82",-1,"shifting",-0.641184951191662,0.0525694883852166
"75","Rigidity in the retarded: A brief review and some recent data","Clunies-Ross 1972","Clunies-Ross 1972","Australian Journal of Mental Retardation","2764","NSID","shifting","visuospatial",5.4,7.9,5.79166666666667,0.558333333333333,-0.343283582089552,1,1972,49.6,40,NA,"Stereotype shift","Stereotype shift",0,0,NA,1,1.1,2.3,5.98333333333333,118.3,40,NA,"Stereotype shift",NA,"83",-1,"shifting",-0.731942850325,0.0533483771008868
"76","Self-regulation and performance in problem-solving using physical materials or computers in children with intellectual disability","Nader-Grosbois 2011","Nader-Grosbois et al. 2011","Research in Developmental Disabilities","2835","NSID","attention","other",2.134,0.42,4.47,0.367,-0.0817438692098099,2,2011,NA,29,10.56,"Scoring grid for joint attention","Scoring grid for self-regulation joint attention",2,2,0.41,1,1.964,0.354,4.5,NA,30,4.22,"scoring grid for self-regulation",0.5,"84",1,"attention",0.432542306477894,0.069401624554813
"77","Self-regulation and performance in problem-solving using physical materials or computers in children with intellectual disability","Nader-Grosbois 2011","Nader-Grosbois et al. 2011","Research in Developmental Disabilities","2835","NSID","attention","other",2.5,0.444,4.47,0.367,-0.0817438692098099,2,2011,NA,29,10.56,"Scoring grid for attention","Scoring grid for self-regulation attention",2,2,0.41,1,2.59,0.483,4.5,NA,30,4.22,"scoring grid for self-regulation",0.5,"85",1,"attention",-0.191296440986829,0.0681262133805842
"78","The interplay between executive control and motor functioning in Williams syndrome","Hocking 2013","Hocking et al. 2013","Developmental Science","3193","WS","inhibition","visuospatial",948.9,205.4,10.43,2.17,0.308755760368664,2,2013,NA,16,24.2,"Go No-go","Go No-go task",0,1,0.56,0,706.7,95.4,9.76,123.56,16,9.03,"In the inhibitory Go/NoGo task, participants were
asked to respond to every blue arrow by stepping onto the corresponding step-sensitive panel but to withhold their stepping response when a red arrow (appearing on 25% of the trials) was presented on the display screen. Stimulus presentation was also randomized with 40 steps for the inhibitory condition (32 Go trials and eight No Go trials), with two inhibitory NoGo trials per panel. Practice trials were presented with 10 arrow stimuli prior to the test trials to ensure familiarity with the require- ments of each task.
Statistical",0.5,"86",-1,"inhibition",-1.4742346919106,0.158958873856762
"79","Variability of self-regulatory strategies in children with intellectual disability and typically developing children in pretend play situations","Nader-Grosbois 2012","Nader-Grosbois et al. 2012","Journal of intellectual disability research","3367","NSID","attention","other",9.55,1.91,4.62,1.0025,0.169576059850374,2,2012,NA,40,9.59,"Scoring grid joint attention","Scoring grid for self-regulation joint attention",2,2,0.5,1,10.52,1.67,4.45,NA,40,4.15,"scoring grid for self-regulation",0.5,"87",1,"attention",-0.53546739490037,0.0517920333187587
"80","Variability of self-regulatory strategies in children with intellectual disability and typically developing children in pretend play situations","Nader-Grosbois 2012","Nader-Grosbois et al. 2012","Journal of intellectual disability research","3367","NSID","attention","other",9.93,1.89,4.62,1.0025,0.169576059850374,2,2012,NA,40,9.59,"Scoring grid attention","Scoring grid for self-regulation attention",2,2,0.5,1,10.26,1.4,4.45,NA,40,4.15,"scoring grid for self-regulation",0.5,"88",1,"attention",-0.196504264857434,0.0502413370381698
"81","Visual filtering and covert orienting in persons with Down syndrome","Randolph 2000","Randolph et al. 2000","International Journal of Behavioral Development","3382","DS","shifting","visuospatial",1096.2,251.5,5.27,0.93,-0.172043010752688,2,2000,NA,20,20.02,"Modified forced choice","Modified forced choice RT task",0,0,0.6,0,1258,277.9,5.43,NA,20,5.49,"modified forced choice RT task",0.4,"89",-1,"shifting",0.598356818190547,0.104475386023439
"82","Dissociating top-down and bottom-up temporal attention in Down syndrome: A neurocostructive perspective","Mento 2019","Mento et al. 2019","Cognitive Development","993","DS","attention","visuospatial",66.3,25.2,5.59,1.38,-0.0434782608695656,2,2019,48.2,33,11.58,"Temporal attention","Top-down and bottom-up temporal attention task",0,2,0.575757575757576,0,77.7,15.4,5.65,NA,31,5.19,"Top-down and bottom-up temporal attention task",0.516129032258065,"90",1,"attention",-0.53533904871033,0.0648000627650506
"83","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","DS","inhibition","verbal",7.08,4.44,6.03,0.929166666666667,-0.533811659192825,0,2013,44.17,25,13.64,"VIMI verbal","Verbal Inhibition Motor Inhibition task verbal",2,2,0.4,0,5.58,3.21,6.526,NA,26,6.14,"VIMI",0.667,"91",-1,"inhibition",-0.382447607951807,0.0798955205480881
"84","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","DS","inhibition","visuospatial",12.67,4.38,6.03,0.929166666666667,-0.533811659192825,0,2013,44.17,25,13.64,"VIMI motor","Verbal Inhibition Motor Inhibition task motor",2,2,0.4,0,17.85,4.46,6.526,NA,26,6.14,"VIMI",0.667,"92",-1,"inhibition",1.15364001296079,0.0915094333586383
"85","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","DS","fluency","verbal",23.76,8.57,6.03,0.929166666666667,-0.533811659192825,0,2013,44.17,25,13.64,"Category fluency","Nepsy-II Word generation",2,2,0.4,0,22.73,7.41,6.526,NA,26,6.14,"NEPSY-II",0.667,"93",1,"other",0.126780061384886,0.0786191186964871
"86","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","DS","fluency","visuospatial",11.04,4.6,6.03,0.929166666666667,-0.533811659192825,0,2013,44.17,25,13.64,"D-KEFS design fluency","D-KEFS design fluency",2,2,0.4,0,12.19,4.38,6.526,NA,26,6.14,"D-KEFS design fluency",0.667,"94",1,"other",-0.252231379470573,0.0790852705084956
"87","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","DS","shifting","verbal",3.2,3.14,6.03,0.929166666666667,-0.533811659192825,0,2013,44.17,25,13.64,"D-KEFS category fluency switch","D-KEFS category switching",2,2,0.4,0,1.67,3.35,6.526,NA,26,6.14,"D-KEFS category switching",0.667,"95",-1,"shifting",-0.463686002107391,0.0805694277610516
"88","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","DS","shifting","visuospatial",1.32,2.6,6.03,0.929166666666667,-0.533811659192825,0,2013,44.17,25,13.64,"D-KEFS design fluency switch","D-KEFS switching version of design fluency",2,2,0.4,0,1.71,2.14,6.526,NA,26,6.14,"D-KEFS switching version of design fluency",0.667,"96",-1,"shifting",0.161582869841887,0.0787175092833653
"89","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","WS","inhibition","verbal",9.17,7.07,6.74,1.09833333333333,0.194840667678301,2,2013,49.62,24,13.59,"VIMI verbal","VIMI verbal",2,2,0.46,0,5.58,3.21,6.526,NA,26,6.14,"VIMI",0.667,"97",-1,"inhibition",-0.652599961238555,0.0843870722222908
"90","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","WS","inhibition","visuospatial",22.09,7.79,6.74,1.09833333333333,0.194840667678301,2,2013,49.62,24,13.59,"VIMI motor","VIMI motor",2,2,0.46,0,17.85,4.46,6.526,NA,26,6.14,"VIMI",0.667,"98",-1,"inhibition",-0.66454866255252,0.0845444543772085
"91","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","WS","fluency","verbal",25.25,8.93,6.74,1.09833333333333,0.194840667678301,2,2013,49.62,24,13.59,"Category fluency","Category fluency",2,2,0.46,0,22.73,7.41,6.526,NA,26,6.14,"Verbal fluency was measured using the semantic component of the Word Generation measure from the NEPSY-II test
battery (Korkman, Kirk, & Kemp, 1998). Participants generated as many exemplars as possible from a given category within
60 s. Two trials were given, animals and food/drink. Overall number of correct responses and overall number of repeated
items were scored. Correct responses were items produced which belonged to the required semantic category and which had
not been previously given within the trial. For the animals trial, names of different breeds within the same species (e.g.
‘‘terrier, Rottweiler’’), different genders of the same animal (e.g. ‘‘cow, bull’’), names referring to the same animal at differing
stages of development (e.g. ‘‘dog, puppy’’); and easily recognisable mythical creatures (e.g. ‘‘Pegasus, unicorn, dragon’’) were
counted as correct. Similarly, distinct variants of the same core item (e.g. ‘‘lemon chicken, cashew chicken’’) and variants of
the same dish (e.g. ‘‘beef stew, chicken stew’’) were counted as correct responses on the food/drink trial, as were any distinct
brand names given (e.g. ‘‘Fosters, lager’’). Words which could feasibly be given for either category (e.g. ‘‘fish, chicken’’) were
counted as correct within each condition, provided they had not already been produced within that condition.
Repetitions constituted any generation of a previously given item. As well as items identical to those given previously,
these included pluralisations (e.g. ‘‘tiger, tigers’’), as well as diminutive terms (e.g. ‘‘pig, piggy’’) and previously generated
items preceded by an insufficiently differentiative adjective (e.g. ‘‘bear, big bear’’). The NEPSY-II Clinical and Interpretive
Manual reports high split-half reliability of r = 0.74, and a test–retest reliability of r = 0.77, for this task.",0.667,"99",1,"other",0.303459854958903,0.0810490839639219
"92","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","WS","fluency","visuospatial",7.13,2.77,6.74,1.09833333333333,0.194840667678301,2,2013,49.62,24,13.59,"Design Fluency","D-KEFS design fluency",2,2,0.46,0,12.19,4.38,6.526,NA,26,6.14,"D-KEFS design fluency",0.667,"100",1,"other",-1.34712819533994,0.0982757488750037
"93","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","WS","shifting","verbal",2.83,2.79,6.74,1.09833333333333,0.194840667678301,2,2013,49.62,24,13.59,"D-KEFS category fluency switch","D-KEFS category switching",2,2,0.46,0,1.67,3.35,6.526,NA,26,6.14,"D-KEFS category switching",0.667,"101",-1,"shifting",-0.368984834927487,0.0814897032122698
"94","Executive function in Williams and Down syndromes.","Carney 2013","Carney et al. 2013","Research in developmental disabilities","1290","WS","shifting","visuospatial",0.81,1.27,6.74,1.09833333333333,0.194840667678301,2,2013,49.62,24,13.59,"D-KEFS design fluency switch","D-KEFS switching version of design fluency",2,2,0.46,0,1.71,2.14,6.526,NA,26,6.14,"D-KEFS switching version of design fluency",0.667,"102",-1,"shifting",0.498483728080585,0.0826130653998163
